,Date,Name,Points,Prop
52,"Tue, May 09 6:40 PM",Tyrese Maxey,3.5,Rebounds
53,"Tue, May 09 6:40 PM",Malcolm Brogdon,3.5,Rebounds
54,"Tue, May 09 6:40 PM",Tobias Harris,6.0,Rebounds
55,"Tue, May 09 6:40 PM",De'Anthony Melton,2.5,Rebounds
56,"Tue, May 09 6:40 PM",Al Horford,6.0,Rebounds
57,"Tue, May 09 6:30 PM",Jayson Tatum + Jaylen Brown,15.5,Rebounds
58,"Tue, May 09 6:30 PM",Joel Embiid + James Harden,17.0,Rebounds
59,"Tue, May 09 6:30 PM",Marcus Smart + Jayson Tatum,13.0,Rebounds
60,"Tue, May 09 6:30 PM",Tyrese Maxey + James Harden,10.0,Rebounds
61,"Tue, May 09 6:30 PM",Jaylen Brown + Malcolm Brogdon,9.5,Rebounds
62,"Tue, May 09 6:30 PM",Joel Embiid + Tobias Harris,16.5,Rebounds
63,"Tue, May 09 6:30 PM",James Harden + Jaylen Brown,12.0,Rebounds
64,"Tue, May 09 6:30 PM",James Harden + Jayson Tatum,16.0,Rebounds
65,"Tue, May 09 6:30 PM",Joel Embiid + Jayson Tatum,21.5,Rebounds
66,"Tue, May 09 9:10 PM",Devin Booker,5.0,Rebounds
67,"Tue, May 09 9:10 PM",Nikola Jokic,14.0,Rebounds
68,"Tue, May 09 9:10 PM",Kevin Durant,8.5,Rebounds
69,"Tue, May 09 9:10 PM",Jamal Murray,4.5,Rebounds
70,"Tue, May 09 9:10 PM",Deandre Ayton,8.5,Rebounds
71,"Tue, May 09 9:10 PM",Michael Porter Jr.,6.0,Rebounds
72,"Tue, May 09 9:10 PM",Aaron Gordon,6.0,Rebounds
73,"Tue, May 09 9:00 PM",Devin Booker + Kevin Durant,13.5,Rebounds
74,"Tue, May 09 9:00 PM",Devin Booker + Deandre Ayton,13.5,Rebounds
75,"Tue, May 09 9:00 PM",Kevin Durant + Deandre Ayton,17.5,Rebounds
76,"Tue, May 09 9:00 PM",Nikola Jokic + Jamal Murray,18.0,Rebounds
77,"Tue, May 09 9:00 PM",Nikola Jokic + Aaron Gordon,19.5,Rebounds
78,"Tue, May 09 9:00 PM",Michael Porter Jr. + Jamal Murray,10.0,Rebounds
79,"Tue, May 09 9:00 PM",Nikola Jokic + Devin Booker,19.5,Rebounds
80,"Tue, May 09 9:00 PM",Nikola Jokic + Kevin Durant,22.5,Rebounds
81,"Tue, May 09 9:00 PM",Nikola Jokic + Deandre Ayton,22.5,Rebounds
82,"Tue, May 09 9:00 PM",Jamal Murray + Devin Booker,9.5,Rebounds
83,"Tue, May 09 9:00 PM",Jamal Murray + Kevin Durant,13.0,Rebounds
84,"Wed, May 10 6:40 PM",Jimmy Butler,6.0,Rebounds
85,"Wed, May 10 6:40 PM",Jalen Brunson,4.0,Rebounds
86,"Wed, May 10 6:40 PM",Bam Adebayo,8.5,Rebounds
87,"Wed, May 10 9:10 PM",LeBron James,9.0,Rebounds
88,"Wed, May 10 9:10 PM",Stephen Curry,5.5,Rebounds
89,"Wed, May 10 9:10 PM",Anthony Davis,14.0,Rebounds
90,"Wed, May 10 9:10 PM",Klay Thompson,4.0,Rebounds
91,"Tue, May 09 6:40 PM",Joel Embiid,5.0,Points In First 6 Minutes
92,"Tue, May 09 6:40 PM",Jayson Tatum,4.5,Points In First 6 Minutes
93,"Tue, May 09 6:40 PM",James Harden,3.5,Points In First 6 Minutes
94,"Tue, May 09 6:40 PM",Jaylen Brown,4.0,Points In First 6 Minutes
95,"Tue, May 09 6:40 PM",Tyrese Maxey,3.0,Points In First 6 Minutes
96,"Tue, May 09 6:40 PM",Marcus Smart,2.0,Points In First 6 Minutes
97,"Tue, May 09 6:40 PM",Al Horford,1.5,Points In First 6 Minutes
98,"Tue, May 09 9:00 PM",Devin Booker,5.0,Points In First 6 Minutes
99,"Tue, May 09 9:00 PM",Nikola Jokic,5.0,Points In First 6 Minutes
100,"Tue, May 09 9:00 PM",Kevin Durant,4.0,Points In First 6 Minutes
101,"Tue, May 09 9:00 PM",Jamal Murray,4.0,Points In First 6 Minutes
102,"Tue, May 09 9:00 PM",Deandre Ayton,2.0,Points In First 6 Minutes
103,"Tue, May 09 9:00 PM",Michael Porter Jr.,2.5,Points In First 6 Minutes
104,"Tue, May 09 9:00 PM",Aaron Gordon,2.0,Points In First 6 Minutes
105,"Tue, May 09 6:40 PM",Joel Embiid,2.5,3-PT Attempted
106,"Tue, May 09 6:40 PM",Jayson Tatum,8.0,3-PT Attempted
107,"Tue, May 09 6:40 PM",James Harden,7.5,3-PT Attempted
108,"Tue, May 09 6:40 PM",Jaylen Brown,7.0,3-PT Attempted
109,"Tue, May 09 6:40 PM",Tyrese Maxey,6.5,3-PT Attempted
110,"Tue, May 09 6:40 PM",Malcolm Brogdon,5.5,3-PT Attempted
111,"Tue, May 09 6:40 PM",Tobias Harris,4.5,3-PT Attempted
112,"Tue, May 09 6:40 PM",Marcus Smart,5.5,3-PT Attempted
113,"Tue, May 09 6:40 PM",Derrick White,4.5,3-PT Attempted
114,"Tue, May 09 6:40 PM",Al Horford,6.0,3-PT Attempted
115,"Tue, May 09 9:00 PM",Devin Booker,7.0,3-PT Attempted
116,"Tue, May 09 9:00 PM",Nikola Jokic,3.0,3-PT Attempted
117,"Tue, May 09 9:00 PM",Kevin Durant,5.0,3-PT Attempted
118,"Tue, May 09 9:00 PM",Jamal Murray,7.5,3-PT Attempted
119,"Tue, May 09 9:00 PM",Michael Porter Jr.,7.0,3-PT Attempted
120,"Tue, May 09 9:00 PM",Aaron Gordon,3.0,3-PT Attempted
121,"Tue, May 09 6:40 PM",Jayson Tatum,5.0,Assists
122,"Tue, May 09 6:40 PM",James Harden,8.0,Assists
123,"Tue, May 09 6:40 PM",Jaylen Brown,4.0,Assists
124,"Tue, May 09 6:40 PM",Marcus Smart,5.0,Assists
125,"Tue, May 09 6:30 PM",Jayson Tatum + Jaylen Brown,8.5,Assists
126,"Tue, May 09 6:30 PM",Joel Embiid + James Harden,11.0,Assists
127,"Tue, May 09 6:30 PM",Marcus Smart + Jayson Tatum,10.0,Assists
128,"Tue, May 09 6:30 PM",Tyrese Maxey + James Harden,10.5,Assists
129,"Tue, May 09 6:30 PM",Jaylen Brown + Malcolm Brogdon,6.5,Assists
130,"Tue, May 09 6:30 PM",James Harden + Jaylen Brown,12.0,Assists
131,"Tue, May 09 6:30 PM",James Harden + Jayson Tatum,13.0,Assists
132,"Tue, May 09 6:30 PM",Joel Embiid + Jayson Tatum,8.5,Assists
133,"Tue, May 09 9:10 PM",Devin Booker,8.0,Assists
134,"Tue, May 09 9:10 PM",Nikola Jokic,9.0,Assists
135,"Tue, May 09 9:10 PM",Kevin Durant,6.0,Assists
136,"Tue, May 09 9:10 PM",Jamal Murray,6.5,Assists
137,"Tue, May 09 9:10 PM",Cameron Payne,5.0,Assists
138,"Tue, May 09 9:00 PM",Devin Booker + Kevin Durant,14.0,Assists
139,"Tue, May 09 9:00 PM",Nikola Jokic + Jamal Murray,15.5,Assists
140,"Tue, May 09 9:00 PM",Nikola Jokic + Devin Booker,17.0,Assists
141,"Tue, May 09 9:00 PM",Nikola Jokic + Kevin Durant,14.5,Assists
142,"Tue, May 09 9:00 PM",Jamal Murray + Devin Booker,14.5,Assists
143,"Tue, May 09 9:00 PM",Jamal Murray + Kevin Durant,12.5,Assists
144,"Wed, May 10 6:40 PM",Jimmy Butler,6.0,Assists
145,"Wed, May 10 6:40 PM",Jalen Brunson,6.5,Assists
146,"Wed, May 10 9:10 PM",LeBron James,5.5,Assists
147,"Wed, May 10 9:10 PM",Stephen Curry,7.0,Assists
148,"Tue, May 09 6:40 PM",Joel Embiid,43.5,Pts+Rebs+Asts
149,"Tue, May 09 6:40 PM",Jayson Tatum,43.5,Pts+Rebs+Asts
150,"Tue, May 09 6:40 PM",James Harden,35.5,Pts+Rebs+Asts
151,"Tue, May 09 6:40 PM",Jaylen Brown,33.5,Pts+Rebs+Asts
152,"Tue, May 09 6:40 PM",Tyrese Maxey,25.5,Pts+Rebs+Asts
153,"Tue, May 09 6:40 PM",Malcolm Brogdon,22.0,Pts+Rebs+Asts
154,"Tue, May 09 6:40 PM",Tobias Harris,20.5,Pts+Rebs+Asts
155,"Tue, May 09 6:40 PM",Marcus Smart,21.5,Pts+Rebs+Asts
156,"Tue, May 09 6:40 PM",De'Anthony Melton,11.5,Pts+Rebs+Asts
157,"Tue, May 09 6:40 PM",Derrick White,18.0,Pts+Rebs+Asts
158,"Tue, May 09 6:40 PM",Al Horford,18.5,Pts+Rebs+Asts
159,"Tue, May 09 6:40 PM",P.J. Tucker,9.5,Pts+Rebs+Asts
160,"Tue, May 09 9:10 PM",Devin Booker,45.5,Pts+Rebs+Asts
161,"Tue, May 09 9:10 PM",Nikola Jokic,53.5,Pts+Rebs+Asts
162,"Tue, May 09 9:10 PM",Kevin Durant,45.5,Pts+Rebs+Asts
163,"Tue, May 09 9:10 PM",Jamal Murray,37.5,Pts+Rebs+Asts
164,"Tue, May 09 9:10 PM",Deandre Ayton,21.5,Pts+Rebs+Asts
165,"Tue, May 09 9:10 PM",Michael Porter Jr.,22.5,Pts+Rebs+Asts
166,"Tue, May 09 9:10 PM",Aaron Gordon,22.5,Pts+Rebs+Asts
167,"Wed, May 10 6:40 PM",Jimmy Butler,40.5,Pts+Rebs+Asts
168,"Wed, May 10 6:40 PM",Jalen Brunson,35.5,Pts+Rebs+Asts
169,"Wed, May 10 6:40 PM",Bam Adebayo,28.5,Pts+Rebs+Asts
170,"Wed, May 10 9:10 PM",LeBron James,40.5,Pts+Rebs+Asts
171,"Wed, May 10 9:10 PM",Stephen Curry,43.5,Pts+Rebs+Asts
172,"Wed, May 10 9:10 PM",Anthony Davis,41.0,Pts+Rebs+Asts
173,"Wed, May 10 9:10 PM",Klay Thompson,29.5,Pts+Rebs+Asts
174,"Tue, May 09 6:40 PM",Joel Embiid,10.0,FG Made
175,"Tue, May 09 6:40 PM",Jayson Tatum,10.0,FG Made
176,"Tue, May 09 6:40 PM",James Harden,7.5,FG Made
177,"Tue, May 09 6:40 PM",Jaylen Brown,9.5,FG Made
178,"Tue, May 09 6:40 PM",Tyrese Maxey,7.0,FG Made
179,"Tue, May 09 6:40 PM",Malcolm Brogdon,6.0,FG Made
180,"Tue, May 09 6:40 PM",Tobias Harris,5.5,FG Made
181,"Tue, May 09 6:40 PM",Marcus Smart,5.0,FG Made
182,"Tue, May 09 6:40 PM",Derrick White,5.0,FG Made
183,"Tue, May 09 6:40 PM",Al Horford,3.5,FG Made
184,"Tue, May 09 9:00 PM",Devin Booker,13.0,FG Made
185,"Tue, May 09 9:00 PM",Nikola Jokic,12.5,FG Made
186,"Tue, May 09 9:00 PM",Kevin Durant,11.0,FG Made
187,"Tue, May 09 9:00 PM",Jamal Murray,10.5,FG Made
188,"Tue, May 09 9:00 PM",Deandre Ayton,5.5,FG Made
189,"Tue, May 09 9:00 PM",Michael Porter Jr.,5.5,FG Made
190,"Tue, May 09 9:00 PM",Aaron Gordon,5.5,FG Made
191,"Tue, May 09 6:40 PM",Joel Embiid,52.5,Fantasy Score
192,"Tue, May 09 6:40 PM",Jayson Tatum,50.0,Fantasy Score
193,"Tue, May 09 6:40 PM",James Harden,42.5,Fantasy Score
194,"Tue, May 09 6:40 PM",Jaylen Brown,37.5,Fantasy Score
195,"Tue, May 09 6:40 PM",Tyrese Maxey,28.5,Fantasy Score
196,"Tue, May 09 6:40 PM",Malcolm Brogdon,25.5,Fantasy Score
197,"Tue, May 09 6:40 PM",Tobias Harris,23.5,Fantasy Score
198,"Tue, May 09 6:40 PM",Marcus Smart,26.5,Fantasy Score
199,"Tue, May 09 6:40 PM",Derrick White,22.0,Fantasy Score
200,"Tue, May 09 6:40 PM",Al Horford,26.5,Fantasy Score
201,"Tue, May 09 9:10 PM",Devin Booker,53.0,Fantasy Score
202,"Tue, May 09 9:10 PM",Nikola Jokic,62.5,Fantasy Score
203,"Tue, May 09 9:10 PM",Kevin Durant,54.0,Fantasy Score
204,"Tue, May 09 9:10 PM",Jamal Murray,42.5,Fantasy Score
205,"Tue, May 09 9:10 PM",Deandre Ayton,26.5,Fantasy Score
206,"Tue, May 09 9:10 PM",Michael Porter Jr.,27.0,Fantasy Score
207,"Tue, May 09 9:10 PM",Aaron Gordon,27.0,Fantasy Score
208,"Tue, May 09 6:40 PM",Joel Embiid,0.5,3-PT Made
209,"Tue, May 09 6:40 PM",James Harden,2.5,3-PT Made
210,"Tue, May 09 6:40 PM",Tyrese Maxey,2.5,3-PT Made
211,"Tue, May 09 6:30 PM",Jayson Tatum + Jaylen Brown,5.5,3-PT Made
212,"Tue, May 09 6:30 PM",Marcus Smart + Jayson Tatum,4.5,3-PT Made
213,"Tue, May 09 6:30 PM",Tyrese Maxey + James Harden,5.5,3-PT Made
214,"Tue, May 09 6:30 PM",Jaylen Brown + Malcolm Brogdon,4.5,3-PT Made
215,"Tue, May 09 6:30 PM",James Harden + Jaylen Brown,5.0,3-PT Made
216,"Tue, May 09 6:30 PM",James Harden + Jayson Tatum,5.5,3-PT Made
217,"Tue, May 09 9:10 PM",Aaron Gordon,0.5,3-PT Made
218,"Tue, May 09 9:00 PM",Devin Booker + Kevin Durant,5.5,3-PT Made
219,"Tue, May 09 9:00 PM",Nikola Jokic + Jamal Murray,4.0,3-PT Made
220,"Tue, May 09 9:00 PM",Michael Porter Jr. + Jamal Murray,5.5,3-PT Made
221,"Tue, May 09 9:00 PM",Nikola Jokic + Devin Booker,4.0,3-PT Made
222,"Tue, May 09 9:00 PM",Nikola Jokic + Kevin Durant,3.5,3-PT Made
223,"Tue, May 09 9:00 PM",Jamal Murray + Devin Booker,6.0,3-PT Made
224,"Tue, May 09 9:00 PM",Jamal Murray + Kevin Durant,5.0,3-PT Made
225,"Wed, May 10 9:10 PM",Stephen Curry,5.0,3-PT Made
226,"Wed, May 10 9:10 PM",Klay Thompson,4.5,3-PT Made
227,"Tue, May 09 6:40 PM",Joel Embiid,39.5,Pts+Rebs
228,"Tue, May 09 6:40 PM",Jayson Tatum,38.5,Pts+Rebs
229,"Tue, May 09 6:40 PM",James Harden,27.5,Pts+Rebs
230,"Tue, May 09 6:40 PM",Jaylen Brown,29.5,Pts+Rebs
231,"Tue, May 09 6:40 PM",Tyrese Maxey,22.5,Pts+Rebs
232,"Tue, May 09 6:40 PM",Malcolm Brogdon,18.5,Pts+Rebs
233,"Tue, May 09 6:40 PM",Tobias Harris,18.5,Pts+Rebs
234,"Tue, May 09 6:40 PM",Marcus Smart,16.5,Pts+Rebs
235,"Tue, May 09 6:40 PM",Derrick White,15.5,Pts+Rebs
236,"Tue, May 09 6:40 PM",Al Horford,15.5,Pts+Rebs
237,"Tue, May 09 9:10 PM",Devin Booker,37.5,Pts+Rebs
238,"Tue, May 09 9:10 PM",Nikola Jokic,44.5,Pts+Rebs
239,"Tue, May 09 9:10 PM",Kevin Durant,39.5,Pts+Rebs
240,"Tue, May 09 9:10 PM",Jamal Murray,30.5,Pts+Rebs
241,"Tue, May 09 9:10 PM",Deandre Ayton,20.5,Pts+Rebs
242,"Tue, May 09 9:10 PM",Michael Porter Jr.,21.5,Pts+Rebs
243,"Tue, May 09 9:10 PM",Cameron Payne,11.5,Pts+Rebs
244,"Tue, May 09 9:10 PM",Aaron Gordon,20.5,Pts+Rebs
245,"Tue, May 09 9:10 PM",Kentavious Caldwell-Pope,11.5,Pts+Rebs
246,"Tue, May 09 9:10 PM",Bruce Brown,13.5,Pts+Rebs
247,"Wed, May 10 6:40 PM",Jimmy Butler,34.5,Pts+Rebs
248,"Wed, May 10 6:40 PM",Jalen Brunson,29.5,Pts+Rebs
249,"Wed, May 10 6:40 PM",Bam Adebayo,25.5,Pts+Rebs
250,"Wed, May 10 9:10 PM",LeBron James,34.5,Pts+Rebs
251,"Wed, May 10 9:10 PM",Stephen Curry,36.5,Pts+Rebs
252,"Wed, May 10 9:10 PM",Anthony Davis,38.5,Pts+Rebs
253,"Wed, May 10 9:10 PM",Klay Thompson,27.0,Pts+Rebs
254,"Tue, May 09 6:40 PM",Joel Embiid,1.0,Dunks
255,"Tue, May 09 6:40 PM",Jayson Tatum,1.0,Dunks
256,"Tue, May 09 6:40 PM",Jaylen Brown,1.0,Dunks
257,"Tue, May 09 9:00 PM",Devin Booker,0.5,Dunks
258,"Tue, May 09 9:00 PM",Nikola Jokic,0.5,Dunks
259,"Tue, May 09 9:00 PM",Kevin Durant,0.5,Dunks
260,"Tue, May 09 9:00 PM",Deandre Ayton,1.0,Dunks
261,"Tue, May 09 9:00 PM",Michael Porter Jr.,0.5,Dunks
262,"Tue, May 09 9:00 PM",Aaron Gordon,1.5,Dunks
263,"Tue, May 09 6:40 PM",Joel Embiid,19.5,FG Attempted
264,"Tue, May 09 6:40 PM",Jayson Tatum,21.5,FG Attempted
265,"Tue, May 09 6:40 PM",James Harden,17.0,FG Attempted
266,"Tue, May 09 6:40 PM",Jaylen Brown,20.0,FG Attempted
267,"Tue, May 09 6:40 PM",Tyrese Maxey,16.5,FG Attempted
268,"Tue, May 09 6:40 PM",Malcolm Brogdon,12.5,FG Attempted
269,"Tue, May 09 6:40 PM",Tobias Harris,12.0,FG Attempted
270,"Tue, May 09 6:40 PM",Marcus Smart,12.5,FG Attempted
271,"Tue, May 09 6:40 PM",Derrick White,11.0,FG Attempted
272,"Tue, May 09 6:40 PM",Al Horford,8.5,FG Attempted
273,"Tue, May 09 9:00 PM",Devin Booker,24.5,FG Attempted
274,"Tue, May 09 9:00 PM",Nikola Jokic,21.5,FG Attempted
275,"Tue, May 09 9:00 PM",Kevin Durant,21.5,FG Attempted
276,"Tue, May 09 9:00 PM",Jamal Murray,22.5,FG Attempted
277,"Tue, May 09 9:00 PM",Deandre Ayton,10.0,FG Attempted
278,"Tue, May 09 9:00 PM",Michael Porter Jr.,12.0,FG Attempted
279,"Tue, May 09 9:00 PM",Aaron Gordon,11.0,FG Attempted
280,"Tue, May 09 6:40 PM",Joel Embiid,3.0,Personal Fouls
281,"Tue, May 09 6:40 PM",Jayson Tatum,2.5,Personal Fouls
282,"Tue, May 09 6:40 PM",James Harden,2.5,Personal Fouls
283,"Tue, May 09 6:40 PM",Jaylen Brown,3.0,Personal Fouls
284,"Tue, May 09 6:40 PM",Tyrese Maxey,2.5,Personal Fouls
285,"Tue, May 09 6:40 PM",Marcus Smart,3.0,Personal Fouls
286,"Tue, May 09 6:40 PM",Derrick White,2.0,Personal Fouls
287,"Tue, May 09 6:40 PM",Al Horford,3.0,Personal Fouls
288,"Tue, May 09 6:40 PM",Joel Embiid,32.5,Pts+Asts
289,"Tue, May 09 6:40 PM",Jayson Tatum,33.5,Pts+Asts
290,"Tue, May 09 6:40 PM",James Harden,29.5,Pts+Asts
291,"Tue, May 09 6:40 PM",Jaylen Brown,27.5,Pts+Asts
292,"Tue, May 09 6:40 PM",Tyrese Maxey,21.5,Pts+Asts
293,"Tue, May 09 6:40 PM",Malcolm Brogdon,18.5,Pts+Asts
294,"Tue, May 09 6:40 PM",Tobias Harris,14.5,Pts+Asts
295,"Tue, May 09 6:40 PM",Marcus Smart,18.0,Pts+Asts
296,"Tue, May 09 6:40 PM",Derrick White,14.5,Pts+Asts
297,"Tue, May 09 6:40 PM",Al Horford,11.5,Pts+Asts
298,"Tue, May 09 9:10 PM",Devin Booker,40.5,Pts+Asts
299,"Tue, May 09 9:10 PM",Nikola Jokic,39.5,Pts+Asts
300,"Tue, May 09 9:10 PM",Kevin Durant,37.5,Pts+Asts
301,"Tue, May 09 9:10 PM",Jamal Murray,32.5,Pts+Asts
302,"Tue, May 09 9:10 PM",Deandre Ayton,13.5,Pts+Asts
303,"Tue, May 09 9:10 PM",Michael Porter Jr.,16.5,Pts+Asts
304,"Tue, May 09 9:10 PM",Cameron Payne,14.5,Pts+Asts
305,"Tue, May 09 9:10 PM",Aaron Gordon,16.5,Pts+Asts
306,"Tue, May 09 9:10 PM",Bruce Brown,12.5,Pts+Asts
307,"Wed, May 10 6:40 PM",Jimmy Butler,33.5,Pts+Asts
308,"Wed, May 10 6:40 PM",Jalen Brunson,31.5,Pts+Asts
309,"Wed, May 10 6:40 PM",Bam Adebayo,19.5,Pts+Asts
310,"Wed, May 10 9:10 PM",LeBron James,31.5,Pts+Asts
311,"Wed, May 10 9:10 PM",Stephen Curry,37.5,Pts+Asts
312,"Wed, May 10 9:10 PM",Anthony Davis,27.5,Pts+Asts
313,"Wed, May 10 9:10 PM",Klay Thompson,24.5,Pts+Asts
314,"Tue, May 09 6:40 PM",Joel Embiid,14.5,Rebs+Asts
315,"Tue, May 09 6:40 PM",Jayson Tatum,14.5,Rebs+Asts
316,"Tue, May 09 6:40 PM",James Harden,14.5,Rebs+Asts
317,"Tue, May 09 6:40 PM",Jaylen Brown,9.5,Rebs+Asts
318,"Tue, May 09 6:40 PM",Tobias Harris,7.5,Rebs+Asts
319,"Tue, May 09 6:40 PM",Marcus Smart,8.0,Rebs+Asts
320,"Tue, May 09 6:40 PM",Al Horford,9.0,Rebs+Asts
321,"Tue, May 09 9:10 PM",Devin Booker,13.5,Rebs+Asts
322,"Tue, May 09 9:10 PM",Nikola Jokic,23.5,Rebs+Asts
323,"Tue, May 09 9:10 PM",Kevin Durant,14.5,Rebs+Asts
324,"Tue, May 09 9:10 PM",Jamal Murray,11.5,Rebs+Asts
325,"Tue, May 09 9:10 PM",Deandre Ayton,9.5,Rebs+Asts
326,"Tue, May 09 9:10 PM",Michael Porter Jr.,7.5,Rebs+Asts
327,"Tue, May 09 9:10 PM",Cameron Payne,7.5,Rebs+Asts
328,"Tue, May 09 9:10 PM",Aaron Gordon,8.0,Rebs+Asts
329,"Wed, May 10 6:40 PM",Jimmy Butler,12.0,Rebs+Asts
330,"Wed, May 10 6:40 PM",Jalen Brunson,10.5,Rebs+Asts
331,"Wed, May 10 6:40 PM",Bam Adebayo,11.5,Rebs+Asts
332,"Wed, May 10 9:10 PM",LeBron James,14.5,Rebs+Asts
333,"Wed, May 10 9:10 PM",Stephen Curry,12.5,Rebs+Asts
334,"Wed, May 10 9:10 PM",Anthony Davis,16.5,Rebs+Asts
335,"Tue, May 09 6:40 PM",Joel Embiid,9.5,Free Throws Made
336,"Tue, May 09 6:40 PM",Jayson Tatum,5.5,Free Throws Made
337,"Tue, May 09 6:40 PM",James Harden,5.0,Free Throws Made
338,"Tue, May 09 6:40 PM",Jaylen Brown,3.5,Free Throws Made
339,"Tue, May 09 6:40 PM",Malcolm Brogdon,2.5,Free Throws Made
340,"Tue, May 09 6:40 PM",Tobias Harris,0.5,Free Throws Made
341,"Tue, May 09 6:40 PM",De'Anthony Melton,0.5,Free Throws Made
342,"Tue, May 09 9:10 PM",Devin Booker,6.0,Free Throws Made
343,"Tue, May 09 9:10 PM",Nikola Jokic,5.5,Free Throws Made
344,"Tue, May 09 9:10 PM",Kevin Durant,7.0,Free Throws Made
345,"Tue, May 09 9:10 PM",Jamal Murray,3.0,Free Throws Made
346,"Tue, May 09 9:10 PM",Deandre Ayton,1.5,Free Throws Made
347,"Tue, May 09 9:10 PM",Aaron Gordon,2.5,Free Throws Made
348,"Tue, May 09 9:10 PM",Kentavious Caldwell-Pope,0.5,Free Throws Made
349,"Tue, May 09 9:10 PM",Bruce Brown,1.5,Free Throws Made
350,"Tue, May 09 9:10 PM",Jeff Green,0.5,Free Throws Made
351,"Tue, May 09 6:40 PM",Joel Embiid,2.5,Blks+Stls
352,"Tue, May 09 6:40 PM",Marcus Smart,1.5,Blks+Stls
353,"Tue, May 09 9:10 PM",Kentavious Caldwell-Pope,1.5,Blks+Stls
354,"Tue, May 09 9:10 PM",Nikola Jokic,0.5,Blocked Shots
355,"Tue, May 09 9:10 PM",Deandre Ayton,0.5,Blocked Shots
356,"Wed, May 10 6:40 PM",Bam Adebayo,0.5,Blocked Shots
357,"Tue, May 09 6:40 PM",Malcolm Brogdon,0.5,Steals
