,Date,Name,Points,Prop
136,"Thu, May 11 6:40 PM",Malcolm Brogdon,5.0,3-PT Attempted
137,"Thu, May 11 9:00 PM",Nikola Jokic,3.0,3-PT Attempted
138,"Thu, May 11 9:00 PM",Devin Booker,7.0,3-PT Attempted
139,"Thu, May 11 9:00 PM",Jamal Murray,7.0,3-PT Attempted
140,"Thu, May 11 9:00 PM",Kevin Durant,5.0,3-PT Attempted
141,"Thu, May 11 9:00 PM",Michael Porter Jr.,7.0,3-PT Attempted
142,"Thu, May 11 9:00 PM",Aaron Gordon,2.5,3-PT Attempted
143,"Thu, May 11 6:40 PM",Jayson Tatum,5.0,Assists
144,"Thu, May 11 6:40 PM",Jaylen Brown,3.5,Assists
145,"Thu, May 11 6:40 PM",James Harden,8.5,Assists
146,"Thu, May 11 6:40 PM",Marcus Smart,5.0,Assists
147,"Thu, May 11 6:40 PM",Derrick White,2.5,Assists
148,"Thu, May 11 6:30 PM",Joel Embiid + James Harden,12.0,Assists
149,"Thu, May 11 6:30 PM",Tyrese Maxey + James Harden,11.0,Assists
150,"Thu, May 11 6:30 PM",Jayson Tatum + Jaylen Brown,8.5,Assists
151,"Thu, May 11 6:30 PM",Jaylen Brown + Malcolm Brogdon,6.5,Assists
152,"Thu, May 11 6:30 PM",Marcus Smart + Jayson Tatum,10.0,Assists
153,"Thu, May 11 6:30 PM",James Harden + Jaylen Brown,12.5,Assists
154,"Thu, May 11 6:30 PM",James Harden + Jayson Tatum,13.5,Assists
155,"Thu, May 11 6:30 PM",Joel Embiid + Jayson Tatum,8.0,Assists
156,"Thu, May 11 9:10 PM",Nikola Jokic,9.5,Assists
157,"Thu, May 11 9:10 PM",Devin Booker,7.5,Assists
158,"Thu, May 11 9:10 PM",Jamal Murray,6.0,Assists
159,"Thu, May 11 9:10 PM",Kevin Durant,6.0,Assists
160,"Thu, May 11 9:10 PM",Cameron Payne,5.0,Assists
161,"Thu, May 11 9:00 PM",Devin Booker + Kevin Durant,13.5,Assists
162,"Thu, May 11 9:00 PM",Nikola Jokic + Jamal Murray,15.5,Assists
163,"Thu, May 11 9:00 PM",Nikola Jokic + Devin Booker,16.5,Assists
164,"Thu, May 11 9:00 PM",Nikola Jokic + Kevin Durant,15.5,Assists
165,"Thu, May 11 9:00 PM",Jamal Murray + Devin Booker,13.5,Assists
166,"Thu, May 11 9:00 PM",Jamal Murray + Kevin Durant,12.0,Assists
167,"Fri, May 12 6:40 PM",Jalen Brunson,7.0,Assists
168,"Fri, May 12 6:40 PM",Jimmy Butler,6.5,Assists
169,"Fri, May 12 6:40 PM",Julius Randle,3.5,Assists
170,"Fri, May 12 6:40 PM",Gabe Vincent,4.0,Assists
171,"Fri, May 12 9:10 PM",Stephen Curry,7.0,Assists
172,"Fri, May 12 9:10 PM",LeBron James,5.5,Assists
173,"Fri, May 12 9:10 PM",D'Angelo Russell,5.0,Assists
174,"Fri, May 12 9:10 PM",Draymond Green,7.0,Assists
175,"Fri, May 12 9:10 PM",Austin Reaves,4.0,Assists
176,"Thu, May 11 6:40 PM",Jayson Tatum,45.0,Pts+Rebs+Asts
177,"Thu, May 11 6:40 PM",Joel Embiid,44.5,Pts+Rebs+Asts
178,"Thu, May 11 6:40 PM",Jaylen Brown,34.5,Pts+Rebs+Asts
179,"Thu, May 11 6:40 PM",James Harden,35.5,Pts+Rebs+Asts
180,"Thu, May 11 6:40 PM",Marcus Smart,21.5,Pts+Rebs+Asts
181,"Thu, May 11 6:40 PM",Tyrese Maxey,25.5,Pts+Rebs+Asts
182,"Thu, May 11 6:40 PM",Tobias Harris,21.5,Pts+Rebs+Asts
183,"Thu, May 11 6:40 PM",P.J. Tucker,9.5,Pts+Rebs+Asts
184,"Thu, May 11 6:40 PM",Malcolm Brogdon,22.0,Pts+Rebs+Asts
185,"Thu, May 11 9:10 PM",Nikola Jokic,52.5,Pts+Rebs+Asts
186,"Thu, May 11 9:10 PM",Devin Booker,44.5,Pts+Rebs+Asts
187,"Thu, May 11 9:10 PM",Jamal Murray,35.5,Pts+Rebs+Asts
188,"Thu, May 11 9:10 PM",Kevin Durant,45.5,Pts+Rebs+Asts
189,"Thu, May 11 9:10 PM",Michael Porter Jr.,24.0,Pts+Rebs+Asts
190,"Thu, May 11 9:10 PM",Deandre Ayton,22.5,Pts+Rebs+Asts
191,"Thu, May 11 9:10 PM",Aaron Gordon,22.5,Pts+Rebs+Asts
192,"Fri, May 12 6:40 PM",Jalen Brunson,39.5,Pts+Rebs+Asts
193,"Fri, May 12 6:40 PM",Jimmy Butler,42.5,Pts+Rebs+Asts
194,"Fri, May 12 6:40 PM",Julius Randle,36.5,Pts+Rebs+Asts
195,"Fri, May 12 6:40 PM",Bam Adebayo,29.5,Pts+Rebs+Asts
196,"Fri, May 12 6:40 PM",RJ Barrett,28.5,Pts+Rebs+Asts
197,"Fri, May 12 6:40 PM",Gabe Vincent,15.5,Pts+Rebs+Asts
198,"Fri, May 12 6:40 PM",Mitchell Robinson,15.5,Pts+Rebs+Asts
199,"Fri, May 12 6:40 PM",Kevin Love,15.5,Pts+Rebs+Asts
200,"Fri, May 12 6:40 PM",Max Strus,17.5,Pts+Rebs+Asts
201,"Fri, May 12 9:10 PM",Stephen Curry,44.5,Pts+Rebs+Asts
202,"Fri, May 12 9:10 PM",LeBron James,41.5,Pts+Rebs+Asts
203,"Fri, May 12 9:10 PM",Klay Thompson,27.5,Pts+Rebs+Asts
204,"Fri, May 12 9:10 PM",Anthony Davis,41.5,Pts+Rebs+Asts
205,"Fri, May 12 9:10 PM",Andrew Wiggins,26.5,Pts+Rebs+Asts
206,"Fri, May 12 9:10 PM",D'Angelo Russell,23.5,Pts+Rebs+Asts
207,"Fri, May 12 9:10 PM",Draymond Green,23.5,Pts+Rebs+Asts
208,"Fri, May 12 9:10 PM",Austin Reaves,22.5,Pts+Rebs+Asts
209,"Thu, May 11 6:40 PM",Jayson Tatum,10.0,FG Made
210,"Thu, May 11 6:40 PM",Joel Embiid,10.0,FG Made
211,"Thu, May 11 6:40 PM",Jaylen Brown,9.5,FG Made
212,"Thu, May 11 6:40 PM",James Harden,7.0,FG Made
213,"Thu, May 11 6:40 PM",Marcus Smart,5.0,FG Made
214,"Thu, May 11 6:40 PM",Tyrese Maxey,7.5,FG Made
215,"Thu, May 11 6:40 PM",Derrick White,4.5,FG Made
216,"Thu, May 11 6:40 PM",Tobias Harris,6.0,FG Made
217,"Thu, May 11 6:40 PM",Al Horford,3.0,FG Made
218,"Thu, May 11 6:40 PM",P.J. Tucker,1.5,FG Made
219,"Thu, May 11 6:40 PM",Malcolm Brogdon,5.5,FG Made
220,"Thu, May 11 9:00 PM",Nikola Jokic,12.0,FG Made
221,"Thu, May 11 9:00 PM",Devin Booker,12.5,FG Made
222,"Thu, May 11 9:00 PM",Jamal Murray,10.0,FG Made
223,"Thu, May 11 9:00 PM",Kevin Durant,11.0,FG Made
224,"Thu, May 11 9:00 PM",Michael Porter Jr.,6.0,FG Made
225,"Thu, May 11 9:00 PM",Deandre Ayton,5.5,FG Made
226,"Thu, May 11 9:00 PM",Aaron Gordon,5.5,FG Made
227,"Thu, May 11 6:40 PM",Jayson Tatum,52.0,Fantasy Score
228,"Thu, May 11 6:40 PM",Joel Embiid,54.0,Fantasy Score
229,"Thu, May 11 6:40 PM",Jaylen Brown,38.5,Fantasy Score
230,"Thu, May 11 6:40 PM",James Harden,43.5,Fantasy Score
231,"Thu, May 11 6:40 PM",Marcus Smart,26.5,Fantasy Score
232,"Thu, May 11 6:40 PM",Tyrese Maxey,30.5,Fantasy Score
233,"Thu, May 11 6:40 PM",Tobias Harris,26.5,Fantasy Score
234,"Thu, May 11 6:40 PM",Malcolm Brogdon,25.5,Fantasy Score
235,"Thu, May 11 9:10 PM",Nikola Jokic,62.0,Fantasy Score
236,"Thu, May 11 9:10 PM",Devin Booker,51.5,Fantasy Score
237,"Thu, May 11 9:10 PM",Jamal Murray,40.0,Fantasy Score
238,"Thu, May 11 9:10 PM",Kevin Durant,54.0,Fantasy Score
239,"Thu, May 11 9:10 PM",Michael Porter Jr.,28.5,Fantasy Score
240,"Thu, May 11 9:10 PM",Deandre Ayton,28.0,Fantasy Score
241,"Thu, May 11 9:10 PM",Aaron Gordon,26.5,Fantasy Score
242,"Thu, May 11 6:40 PM",Jaylen Brown,2.5,3-PT Made
243,"Thu, May 11 6:40 PM",James Harden,2.5,3-PT Made
244,"Thu, May 11 6:40 PM",Tyrese Maxey,2.5,3-PT Made
245,"Thu, May 11 6:40 PM",Derrick White,1.5,3-PT Made
246,"Thu, May 11 6:30 PM",Joel Embiid + James Harden,3.5,3-PT Made
247,"Thu, May 11 6:30 PM",Tyrese Maxey + James Harden,5.5,3-PT Made
248,"Thu, May 11 6:30 PM",Jayson Tatum + Jaylen Brown,6.0,3-PT Made
249,"Thu, May 11 6:30 PM",Jaylen Brown + Malcolm Brogdon,4.5,3-PT Made
250,"Thu, May 11 6:30 PM",Marcus Smart + Jayson Tatum,5.0,3-PT Made
251,"Thu, May 11 6:30 PM",James Harden + Jaylen Brown,5.0,3-PT Made
252,"Thu, May 11 6:30 PM",James Harden + Jayson Tatum,5.5,3-PT Made
253,"Thu, May 11 6:30 PM",Tyrese Maxey + Marcus Smart,4.5,3-PT Made
254,"Thu, May 11 9:10 PM",Jamal Murray,2.5,3-PT Made
255,"Thu, May 11 9:10 PM",Michael Porter Jr.,2.5,3-PT Made
256,"Thu, May 11 9:00 PM",Devin Booker + Kevin Durant,5.0,3-PT Made
257,"Thu, May 11 9:00 PM",Michael Porter Jr. + Jamal Murray,5.5,3-PT Made
258,"Thu, May 11 9:00 PM",Jamal Murray + Devin Booker,6.0,3-PT Made
259,"Thu, May 11 9:00 PM",Jamal Murray + Kevin Durant,5.0,3-PT Made
260,"Fri, May 12 6:40 PM",Jalen Brunson,2.5,3-PT Made
261,"Fri, May 12 6:40 PM",Julius Randle,2.5,3-PT Made
262,"Fri, May 12 6:40 PM",Kevin Love,1.5,3-PT Made
263,"Fri, May 12 9:10 PM",LeBron James,2.5,3-PT Made
264,"Thu, May 11 6:40 PM",Jayson Tatum,39.5,Pts+Rebs
265,"Thu, May 11 6:40 PM",Joel Embiid,41.5,Pts+Rebs
266,"Thu, May 11 6:40 PM",Jaylen Brown,30.5,Pts+Rebs
267,"Thu, May 11 6:40 PM",James Harden,26.5,Pts+Rebs
268,"Thu, May 11 6:40 PM",Marcus Smart,16.5,Pts+Rebs
269,"Thu, May 11 6:40 PM",Tyrese Maxey,23.5,Pts+Rebs
270,"Thu, May 11 6:40 PM",Derrick White,14.5,Pts+Rebs
271,"Thu, May 11 6:40 PM",Tobias Harris,19.5,Pts+Rebs
272,"Thu, May 11 6:40 PM",Al Horford,14.5,Pts+Rebs
273,"Thu, May 11 6:40 PM",Malcolm Brogdon,18.5,Pts+Rebs
274,"Thu, May 11 6:40 PM",De'Anthony Melton,10.5,Pts+Rebs
275,"Thu, May 11 9:10 PM",Nikola Jokic,42.5,Pts+Rebs
276,"Thu, May 11 9:10 PM",Devin Booker,36.5,Pts+Rebs
277,"Thu, May 11 9:10 PM",Jamal Murray,28.5,Pts+Rebs
278,"Thu, May 11 9:10 PM",Kevin Durant,39.5,Pts+Rebs
279,"Thu, May 11 9:10 PM",Michael Porter Jr.,22.5,Pts+Rebs
280,"Thu, May 11 9:10 PM",Deandre Ayton,21.5,Pts+Rebs
281,"Thu, May 11 9:10 PM",Aaron Gordon,20.5,Pts+Rebs
282,"Thu, May 11 9:10 PM",Cameron Payne,10.5,Pts+Rebs
283,"Thu, May 11 9:10 PM",Kentavious Caldwell-Pope,11.5,Pts+Rebs
284,"Thu, May 11 9:10 PM",Bruce Brown,14.5,Pts+Rebs
285,"Fri, May 12 6:40 PM",Jalen Brunson,32.5,Pts+Rebs
286,"Fri, May 12 6:40 PM",Jimmy Butler,35.5,Pts+Rebs
287,"Fri, May 12 6:40 PM",Julius Randle,32.5,Pts+Rebs
288,"Fri, May 12 6:40 PM",Bam Adebayo,26.5,Pts+Rebs
289,"Fri, May 12 6:40 PM",RJ Barrett,25.5,Pts+Rebs
290,"Fri, May 12 6:40 PM",Gabe Vincent,11.5,Pts+Rebs
291,"Fri, May 12 6:40 PM",Mitchell Robinson,14.5,Pts+Rebs
292,"Fri, May 12 6:40 PM",Kevin Love,13.5,Pts+Rebs
293,"Fri, May 12 6:40 PM",Max Strus,15.5,Pts+Rebs
294,"Fri, May 12 9:10 PM",Stephen Curry,37.5,Pts+Rebs
295,"Fri, May 12 9:10 PM",LeBron James,35.5,Pts+Rebs
296,"Fri, May 12 9:10 PM",Klay Thompson,25.5,Pts+Rebs
297,"Fri, May 12 9:10 PM",Anthony Davis,38.5,Pts+Rebs
298,"Fri, May 12 9:10 PM",Andrew Wiggins,23.5,Pts+Rebs
299,"Fri, May 12 9:10 PM",D'Angelo Russell,18.5,Pts+Rebs
300,"Fri, May 12 9:10 PM",Draymond Green,16.5,Pts+Rebs
301,"Fri, May 12 9:10 PM",Austin Reaves,18.5,Pts+Rebs
302,"Thu, May 11 6:40 PM",Jayson Tatum,1.0,Dunks
303,"Thu, May 11 6:40 PM",Joel Embiid,1.0,Dunks
304,"Thu, May 11 6:40 PM",Jaylen Brown,1.0,Dunks
305,"Thu, May 11 6:40 PM",Tobias Harris,0.5,Dunks
306,"Thu, May 11 9:00 PM",Nikola Jokic,0.5,Dunks
307,"Thu, May 11 9:00 PM",Kevin Durant,0.5,Dunks
308,"Thu, May 11 9:00 PM",Michael Porter Jr.,0.5,Dunks
309,"Thu, May 11 9:00 PM",Deandre Ayton,1.0,Dunks
310,"Thu, May 11 9:00 PM",Aaron Gordon,1.5,Dunks
311,"Thu, May 11 6:40 PM",Jayson Tatum,22.5,FG Attempted
312,"Thu, May 11 6:40 PM",Joel Embiid,20.5,FG Attempted
313,"Thu, May 11 6:40 PM",Jaylen Brown,20.0,FG Attempted
314,"Thu, May 11 6:40 PM",James Harden,16.5,FG Attempted
315,"Thu, May 11 6:40 PM",Marcus Smart,12.5,FG Attempted
316,"Thu, May 11 6:40 PM",Tyrese Maxey,16.5,FG Attempted
317,"Thu, May 11 6:40 PM",Derrick White,10.5,FG Attempted
318,"Thu, May 11 6:40 PM",Tobias Harris,12.0,FG Attempted
319,"Thu, May 11 6:40 PM",Al Horford,8.0,FG Attempted
320,"Thu, May 11 6:40 PM",P.J. Tucker,3.5,FG Attempted
321,"Thu, May 11 6:40 PM",Malcolm Brogdon,12.0,FG Attempted
322,"Thu, May 11 9:00 PM",Nikola Jokic,22.0,FG Attempted
323,"Thu, May 11 9:00 PM",Devin Booker,25.0,FG Attempted
324,"Thu, May 11 9:00 PM",Jamal Murray,22.5,FG Attempted
325,"Thu, May 11 9:00 PM",Kevin Durant,22.0,FG Attempted
326,"Thu, May 11 9:00 PM",Michael Porter Jr.,12.5,FG Attempted
327,"Thu, May 11 9:00 PM",Deandre Ayton,10.0,FG Attempted
328,"Thu, May 11 9:00 PM",Aaron Gordon,11.0,FG Attempted
329,"Thu, May 11 6:40 PM",Jayson Tatum,2.5,Personal Fouls
330,"Thu, May 11 6:40 PM",Joel Embiid,3.0,Personal Fouls
331,"Thu, May 11 6:40 PM",Jaylen Brown,3.0,Personal Fouls
332,"Thu, May 11 6:40 PM",James Harden,2.5,Personal Fouls
333,"Thu, May 11 6:40 PM",Marcus Smart,3.0,Personal Fouls
334,"Thu, May 11 6:40 PM",Tyrese Maxey,2.5,Personal Fouls
335,"Thu, May 11 6:40 PM",Al Horford,3.0,Personal Fouls
336,"Thu, May 11 9:00 PM",Nikola Jokic,3.0,Personal Fouls
337,"Thu, May 11 9:00 PM",Devin Booker,3.5,Personal Fouls
338,"Thu, May 11 9:00 PM",Jamal Murray,2.0,Personal Fouls
339,"Thu, May 11 9:00 PM",Kevin Durant,2.5,Personal Fouls
340,"Thu, May 11 9:00 PM",Michael Porter Jr.,2.5,Personal Fouls
341,"Thu, May 11 9:00 PM",Deandre Ayton,3.5,Personal Fouls
342,"Thu, May 11 9:00 PM",Aaron Gordon,3.0,Personal Fouls
343,"Thu, May 11 6:40 PM",Jayson Tatum,34.5,Pts+Asts
344,"Thu, May 11 6:40 PM",Joel Embiid,33.5,Pts+Asts
345,"Thu, May 11 6:40 PM",Jaylen Brown,28.5,Pts+Asts
346,"Thu, May 11 6:40 PM",James Harden,29.5,Pts+Asts
347,"Thu, May 11 6:40 PM",Marcus Smart,18.5,Pts+Asts
348,"Thu, May 11 6:40 PM",Tyrese Maxey,21.5,Pts+Asts
349,"Thu, May 11 6:40 PM",Derrick White,14.0,Pts+Asts
350,"Thu, May 11 6:40 PM",Tobias Harris,15.5,Pts+Asts
351,"Thu, May 11 6:40 PM",Al Horford,10.5,Pts+Asts
352,"Thu, May 11 6:40 PM",Malcolm Brogdon,17.5,Pts+Asts
353,"Thu, May 11 9:10 PM",Nikola Jokic,39.5,Pts+Asts
354,"Thu, May 11 9:10 PM",Devin Booker,39.5,Pts+Asts
355,"Thu, May 11 9:10 PM",Jamal Murray,30.5,Pts+Asts
356,"Thu, May 11 9:10 PM",Kevin Durant,37.0,Pts+Asts
357,"Thu, May 11 9:10 PM",Michael Porter Jr.,17.5,Pts+Asts
358,"Thu, May 11 9:10 PM",Deandre Ayton,13.5,Pts+Asts
359,"Thu, May 11 9:10 PM",Aaron Gordon,16.0,Pts+Asts
